ID,Sex,Spayed_or_not,Birthday
094-017488,Female,Neutered,2013-06
094-017501,Female,Neutered,2012-09
094-017503,Female,Neutered,2012-10
094-017513,Female,Neutered,2013-05
094-017517,Male,Intact,2013-11
094-017525,Male,Neutered,2012-03
094-017527,Female,Neutered,2013-11
094-017531,Female,Neutered,2013-11
094-017565,Female,Neutered,2013-10
094-017576,Female,Intact,2013-11
094-017588,Male,Neutered,2013-01
094-017591,Male,Intact,2012-05
094-017599,Male,Intact,2012-05
094-017605,Male,Intact,2013-07
094-017607,Female,Intact,2013-07
094-017613,Male,Intact,2013-06
094-017695,Male,Intact,2013-02
094-017712,Female,Intact,2012-02
094-017714,Female,Neutered,2013-11
094-017716,Female,Neutered,2013-11
094-017732,Male,Intact,2013-05
094-017738,Male,Intact,2013-03
094-017753,Male,Intact,2013-04
094-017767,Female,Neutered,2013-08
094-017792,Male,Neutered,2013-04
094-017804,Female,Neutered,2012-10
094-017807,Female,Neutered,2013-06
094-017845,Female,Neutered,2012-09
094-017867,Female,Neutered,2013-10
094-017868,Male,Neutered,2013-10
094-017878,Female,Neutered,2013-06
094-017884,Female,Intact,2013-10
094-017894,Male,Neutered,2013-08
094-017896,Male,Neutered,2013-02
094-017938,Male,Intact,2012-04
094-017951,Male,Neutered,2013-04
094-017970,Male,Intact,2013-08
094-017976,Male,Neutered,2014-01
094-017988,Male,Neutered,2012-11
094-018001,Male,Neutered,2012-10
094-018005,Male,Intact,2013-04
094-018007,Male,Intact,2012-02
094-018016,Female,Neutered,2012-12
094-018046,Female,Intact,2012-05
094-018064,Male,Neutered,2013-09
094-018078,Male,Intact,2013-05
094-018088,Male,Neutered,2012-06
094-018095,Male,Neutered,2013-04
094-018131,Female,Neutered,2012-08
094-018142,Male,Neutered,2013-05
094-018151,Female,Neutered,2012-04
094-018169,Female,Intact,2013-08
094-018171,Female,Neutered,2013-08
094-018183,Female,Neutered,2012-10
094-018215,Female,Neutered,2013-09
094-018261,Male,Neutered,2012-09
094-018282,Male,Intact,2012-08
094-018288,Female,Neutered,2013-05
094-018289,Female,Neutered,2012-10
094-018291,Female,Neutered,2013-06
094-018300,Male,Intact,2012-10
094-018314,Male,Neutered,2013-02
094-018324,Female,Neutered,2013-05
094-018355,Male,Intact,2013-04
094-018359,Female,Neutered,2012-10
094-018362,Female,Neutered,2012-12
094-018403,Female,Intact,2013-11
094-018424,Female,Neutered,2013-02
094-018426,Female,Neutered,2012-08
094-018429,Female,Neutered,2013-11
094-018450,Male,Intact,2013-12
094-018460,Male,Neutered,2012-03
094-018466,Female,Neutered,2012-03
094-018470,Male,Neutered,2012-03
094-018476,Female,Neutered,2012-03
094-018504,Male,Intact,2013-05
094-018521,Male,Neutered,2013-11
094-018529,Female,Neutered,2014-01
094-018545,Male,Neutered,2013-09
094-018564,Male,Neutered,2013-11
094-018570,Female,Neutered,2013-11
094-018574,Male,Intact,2013-11
094-018583,Male,Intact,2013-11
094-018584,Male,Intact,2013-11
094-018591,Male,Neutered,2013-12
094-018610,Male,Neutered,2013-07
094-018611,Female,Neutered,2013-07
094-018614,Female,Neutered,2013-10
094-018653,Male,Intact,2013-10
094-018672,Male,Neutered,2013-09
094-018674,Female,Neutered,2012-08
094-018689,Female,Neutered,2013-02
094-018695,Male,Neutered,2013-07
094-018715,Female,Neutered,2013-06
094-018719,Male,Neutered,2013-05
094-018721,Female,Neutered,2013-02
094-018736,Male,Neutered,2012-02
094-018752,Male,Neutered,2013-08
094-018754,Male,Neutered,2013-12
094-018758,Male,Neutered,2013-04
094-018762,Male,Neutered,2013-03
094-018764,Male,Intact,2013-10
094-018768,Female,Neutered,2013-05
094-018795,Female,Neutered,2013-09
094-018832,Male,Neutered,2013-05
094-018840,Female,Neutered,2012-06
094-018842,Female,Neutered,2013-10
094-018855,Male,Neutered,2013-10
094-018869,Male,Neutered,2013-03
094-018898,Female,Neutered,2012-11
094-018910,Male,Neutered,2012-05
094-018924,Male,Neutered,2012-05
094-018930,Male,Neutered,2013-08
094-018936,Male,Neutered,2012-08
094-018947,Female,Intact,2013-12
094-018949,Male,Neutered,2012-09
094-018951,Male,Intact,2012-10
094-018968,Female,Neutered,2013-12
094-018998,Male,Intact,2013-10
094-019011,Male,Neutered,2013-03
094-019021,Female,Intact,2013-01
094-019022,Female,Intact,2013-09
094-019027,Male,Intact,2012-10
094-019040,Male,Neutered,2012-12
094-019042,Male,Neutered,2012-08
094-019060,Female,Intact,2013-10
094-019079,Male,Neutered,2012-05
094-019103,Female,Neutered,2013-05
094-019107,Female,Neutered,2013-01
094-019122,Male,Neutered,2013-04
094-019128,Male,Neutered,2012-03
094-019150,Female,Neutered,2012-10
094-019152,Female,Neutered,2012-02
094-019190,Male,Neutered,2013-10
094-019201,Male,Neutered,2012-06
094-019203,Male,Neutered,2013-11
094-019210,Female,Neutered,2013-06
094-019218,Female,Neutered,2013-04
094-019233,Female,Neutered,2013-04
094-019250,Female,Neutered,2013-03
094-019265,Male,Neutered,2013-11
094-019271,Male,Neutered,2012-07
094-019307,Female,Intact,2013-08
094-019354,Male,Neutered,2012-08
094-019363,Female,Neutered,2013-01
094-019365,Female,Neutered,2013-09
094-019377,Male,Neutered,2013-10
094-019398,Female,Neutered,2013-08
094-019431,Female,Neutered,2013-04
094-019438,Male,Neutered,2012-03
094-019448,Male,Neutered,2013-09
094-019463,Female,Neutered,2012-11
094-019470,Male,Intact,2013-06
094-019474,Male,Neutered,2012-05
094-019487,Female,Intact,2013-09
094-019517,Male,Neutered,2012-10
094-019519,Female,Neutered,2012-06
094-019534,Female,Neutered,2013-07
094-019560,Female,Neutered,2013-12
094-019562,Male,Intact,2012-11
094-019563,Male,Intact,2013-05
094-019569,Male,Neutered,2012-05
094-019578,Male,Intact,2013-12
094-019599,Male,Neutered,2013-01
094-019603,Male,Neutered,2013-06
094-019625,Female,Neutered,2013-06
094-019630,Male,Neutered,2012-10
094-019639,Female,Neutered,2013-09
094-019641,Male,Neutered,2012-10
094-019643,Female,Neutered,2012-05
094-019656,Male,Neutered,2013-12
094-019658,Male,Intact,2012-11
094-019660,Male,Intact,2012-02
094-019680,Female,Neutered,2013-02
094-019730,Male,Neutered,2012-12
094-019740,Female,Intact,2013-01
094-019746,Female,Neutered,2013-01
094-019766,Female,Neutered,2013-10
094-019774,Female,Neutered,2013-09
094-019776,Female,Neutered,2013-12
094-019799,Male,Neutered,2013-12
094-019808,Male,Neutered,2013-04
094-019814,Female,Neutered,2012-04
094-019825,Male,Neutered,2014-01
094-019844,Male,Neutered,2013-09
094-019862,Female,Neutered,2012-10
094-019875,Female,Neutered,2013-07
094-019877,Female,Neutered,2013-07
094-019881,Female,Intact,2012-05
094-019882,Male,Intact,2012-05
094-019885,Female,Intact,2012-10
094-019893,Male,Neutered,2013-12
094-019915,Female,Neutered,2013-02
094-019918,Female,Neutered,2012-12
094-019920,Female,Intact,2013-03
094-019930,Male,Intact,2012-11
094-019966,Male,Neutered,2012-05
094-019979,Female,Neutered,2013-11
094-020040,Male,Intact,2012-04
094-020041,Male,Intact,2012-04
094-020062,Male,Neutered,2013-11
094-020064,Male,Intact,2012-05
094-020084,Female,Intact,2013-10
094-020099,Female,Neutered,2012-11
094-020146,Female,Neutered,2013-06
094-020150,Female,Neutered,2013-06
094-020151,Male,Intact,2013-11
094-020163,Female,Neutered,2013-12
094-020167,Male,Intact,2013-03
094-020169,Female,Intact,2012-03
094-020172,Male,Neutered,2013-11
094-020186,Female,Neutered,2013-11
094-020201,Female,Neutered,2013-05
094-020211,Female,Neutered,2012-09
094-020257,Male,Intact,2013-12
094-020259,Female,Neutered,2013-07
094-020263,Male,Neutered,2013-03
094-020282,Male,Neutered,2013-04
094-020287,Male,Intact,2012-10
094-020289,Female,Neutered,2013-08
094-020300,Female,Neutered,2012-05
094-020301,Male,Intact,2012-12
094-020302,Female,Neutered,2013-11
094-020314,Male,Neutered,2013-05
094-020321,Male,Intact,2012-11
094-020329,Male,Neutered,2013-03
094-020338,Male,Neutered,2012-12
094-020346,Male,Neutered,2013-08
094-020352,Female,Neutered,2013-03
094-020354,Female,Intact,2013-04
094-020359,Male,Intact,2012-07
094-020384,Male,Neutered,2013-04
094-020391,Male,Neutered,2012-10
094-020393,Male,Neutered,2012-11
094-020416,Male,Neutered,2013-02
094-020418,Female,Neutered,2013-10
094-020422,Male,Neutered,2013-02
094-020435,Male,Neutered,2013-03
094-020437,Male,Neutered,2012-07
094-020443,Female,Neutered,2013-02
094-020445,Male,Intact,2013-01
094-020458,Female,Intact,2012-12
094-020465,Male,Neutered,2012-04
094-020478,Male,Neutered,2013-07
094-020491,Female,Intact,2012-10
094-020495,Female,Neutered,2013-01
094-020498,Female,Neutered,2012-10
094-020511,Female,Neutered,2013-04
094-020562,Male,Intact,2012-05
094-020577,Male,Neutered,2013-09
094-020604,Female,Neutered,2013-09
094-020615,Male,Neutered,2013-01
094-020618,Male,Intact,2013-10
094-020623,Female,Neutered,2013-12
094-020627,Female,Neutered,2013-04
094-020639,Female,Neutered,2013-09
094-020648,Female,Neutered,2012-11
094-020652,Male,Neutered,2013-09
094-020658,Female,Neutered,2012-07
094-020668,Male,Intact,2013-04
094-020669,Female,Intact,2013-05
094-020675,Female,Neutered,2012-11
094-020676,Male,Neutered,2012-11
094-020678,Male,Neutered,2013-03
094-020679,Female,Neutered,2012-07
094-020685,Male,Neutered,2014-01
094-020689,Male,Neutered,2013-05
094-020697,Male,Neutered,2013-09
094-020700,Female,Neutered,2012-03
094-020791,Female,Neutered,2012-05
094-020797,Male,Neutered,2013-08
094-020863,Male,Neutered,2012-11
094-020879,Female,Intact,2013-08
094-020890,Female,Neutered,2013-12
094-020909,Male,Intact,2014-01
094-020913,Female,Neutered,2013-07
094-020942,Female,Neutered,2013-12
094-020953,Female,Neutered,2013-10
094-020970,Female,Neutered,2012-10
094-020985,Male,Neutered,2013-07
094-021000,Female,Neutered,2012-06
094-021004,Female,Neutered,2012-05
094-021010,Male,Neutered,2014-01
094-021042,Male,Neutered,2013-10
094-021056,Male,Neutered,2013-06
094-021065,Male,Intact,2012-04
094-021069,Male,Neutered,2013-11
094-021104,Male,Neutered,2013-09
094-021116,Male,Neutered,2013-11
094-021124,Male,Neutered,2013-09
094-021129,Male,Neutered,2013-04
094-021147,Male,Neutered,2012-04
094-021211,Male,Intact,2013-06
094-021214,Female,Neutered,2013-01
094-021216,Male,Neutered,2014-01
094-021250,Male,Neutered,2012-11
094-021253,Female,Intact,2013-10
094-021255,Female,Neutered,2013-09
094-021275,Male,Neutered,2013-05
094-021304,Male,Intact,2013-06
094-021311,Male,Neutered,2013-07
094-021313,Male,Neutered,2014-01
094-021322,Male,Neutered,2013-11
094-021326,Male,Intact,2012-07
094-021327,Female,Intact,2012-06
094-021336,Male,Intact,2013-09
094-021337,Female,Neutered,2013-06
094-021341,Male,Neutered,2012-10
094-021359,Female,Neutered,2012-12
094-021365,Female,Neutered,2012-11
094-021374,Female,Neutered,2012-03
094-021375,Male,Neutered,2012-03
094-021391,Male,Neutered,2013-09
094-021394,Female,Neutered,2013-03
094-021400,Male,Intact,2012-05
094-021402,Female,Intact,2013-06
094-021413,Female,Neutered,2013-04
094-021441,Male,Intact,2012-06
094-021448,Female,Neutered,2013-06
094-021463,Female,Neutered,2014-01
094-021467,Female,Neutered,2013-11
094-021476,Male,Neutered,2014-01
094-021499,Male,Neutered,2013-05
094-021502,Male,Neutered,2012-02
094-021529,Male,Neutered,2014-02
094-021587,Male,Neutered,2013-06
094-021589,Female,Neutered,2014-01
094-021593,Female,Neutered,2012-12
094-021596,Female,Intact,2013-10
094-021598,Female,Neutered,2013-05
094-021605,Female,Neutered,2012-07
094-021613,Female,Intact,2012-08
094-021632,Female,Neutered,2012-11
094-021635,Male,Intact,2013-02
094-021650,Female,Neutered,2012-06
094-021651,Female,Neutered,2012-09
094-021671,Male,Neutered,2012-11
094-021677,Male,Neutered,2013-06
094-021719,Female,Neutered,2013-04
094-021723,Female,Neutered,2013-05
094-021725,Male,Intact,2013-06
094-021740,Female,Neutered,2013-10
094-021742,Male,Neutered,2012-04
094-021769,Female,Neutered,2013-11
094-021787,Female,Neutered,2013-06
094-021793,Female,Neutered,2012-05
094-021794,Male,Neutered,2012-05
094-021795,Male,Intact,2013-10
094-021804,Female,Neutered,2013-08
094-021824,Female,Neutered,2013-10
094-021863,Male,Neutered,2014-01
094-021879,Female,Neutered,2013-04
094-021887,Female,Neutered,2013-03
094-021892,Female,Neutered,2014-01
094-021899,Male,Neutered,2013-10
094-021911,Female,Neutered,2014-01
094-021918,Male,Neutered,2013-12
094-021927,Female,Neutered,2013-03
094-021958,Female,Neutered,2013-10
094-021986,Male,Intact,2013-08
094-021988,Female,Neutered,2013-03
094-021993,Male,Intact,2013-04
094-022001,Female,Neutered,2012-06
094-022006,Female,Neutered,2013-04
094-022009,Male,Neutered,2013-03
094-022025,Male,Neutered,2013-11
094-022041,Female,Neutered,2013-03
094-022059,Female,Neutered,2014-01
094-022074,Male,Neutered,2012-09
094-022097,Male,Neutered,2013-08
094-022112,Female,Neutered,2012-08
094-022114,Male,Neutered,2012-10
094-022124,Male,Neutered,2014-01
094-022126,Female,Neutered,2012-10
094-022172,Male,Neutered,2013-06
094-022179,Female,Neutered,2012-09
094-022191,Male,Neutered,2012-11
094-022244,Male,Intact,2013-02
094-022250,Female,Neutered,2013-05
094-022257,Male,Intact,2012-09
094-022265,Female,Neutered,2013-10
094-022278,Male,Neutered,2013-03
094-022284,Male,Intact,2012-12
094-022286,Female,Neutered,2013-07
094-022308,Male,Neutered,2013-08
094-022309,Female,Neutered,2014-01
094-022326,Female,Neutered,2013-04
094-022357,Female,Neutered,2013-07
094-022401,Female,Neutered,2013-10
094-022439,Female,Neutered,2013-06
094-022452,Female,Neutered,2013-08
094-022462,Female,Neutered,2013-05
094-022464,Female,Neutered,2014-01
094-022493,Female,Neutered,2013-10
094-022494,Female,Neutered,2013-12
094-022500,Male,Intact,2013-06
094-022521,Male,Intact,2012-11
094-022542,Female,Neutered,2013-08
094-022551,Male,Neutered,2013-11
094-022566,Female,Neutered,2012-10
094-022607,Female,Neutered,2013-06
094-022609,Male,Neutered,2014-02
094-022622,Female,Neutered,2014-02
094-022624,Male,Neutered,2013-12
094-022634,Male,Neutered,2013-05
094-022639,Male,Intact,2013-12
094-022641,Female,Neutered,2013-08
094-022649,Female,Neutered,2014-02
094-022653,Female,Neutered,2013-12
094-022663,Male,Neutered,2013-07
094-022711,Male,Neutered,2013-05
094-022746,Male,Intact,2013-05
094-022751,Male,Neutered,2013-06
094-022852,Female,Neutered,2012-06
094-022879,Female,Intact,2013-11
094-022895,Female,Neutered,2012-10
094-022897,Male,Intact,2013-07
094-022924,Male,Neutered,2013-05
094-022930,Female,Neutered,2014-01
094-022939,Male,Neutered,2013-09
094-022963,Female,Intact,2013-02
094-023048,Female,Neutered,2013-11
094-023071,Male,Neutered,2013-09
094-023101,Female,Neutered,2013-11
094-023105,Female,Neutered,2013-09
094-023109,Male,Neutered,2013-12
094-023113,Male,Neutered,2013-02
094-023122,Male,Neutered,2013-11
094-023124,Male,Neutered,2013-02
094-023126,Female,Neutered,2013-06
094-023128,Male,Neutered,2013-02
094-023149,Female,Neutered,2014-01
094-023159,Female,Neutered,2013-01
094-023163,Male,Neutered,2013-06
094-023192,Female,Neutered,2013-06
094-023227,Female,Neutered,2013-03
094-023242,Male,Neutered,2012-04
094-023265,Female,Neutered,2013-12
094-023288,Male,Neutered,2012-08
094-023311,Female,Neutered,2012-07
094-023315,Female,Neutered,2014-01
094-023325,Female,Neutered,2014-01
094-023366,Male,Neutered,2012-10
094-023368,Female,Intact,2013-11
094-023370,Female,Intact,2013-01
094-023383,Female,Intact,2013-03
094-023405,Male,Neutered,2012-04
094-023411,Male,Intact,2013-04
094-023413,Female,Neutered,2013-12
094-023415,Female,Neutered,2013-10
094-023439,Female,Neutered,2013-09
094-023443,Male,Neutered,2013-03
094-023445,Female,Neutered,2014-02
094-023453,Female,Neutered,2013-06
094-023490,Female,Neutered,2014-02
094-023499,Female,Neutered,2012-04
094-023519,Male,Neutered,2012-10
094-023534,Male,Intact,2013-09
094-023563,Female,Neutered,2013-08
094-023573,Female,Intact,2013-01
094-023579,Female,Intact,2014-02
094-023594,Female,Neutered,2013-04
094-023622,Female,Neutered,2012-05
094-023623,Female,Neutered,2013-04
094-023624,Female,Neutered,2013-11
094-023649,Male,Neutered,2013-10
094-023657,Male,Neutered,2014-01
094-023689,Female,Neutered,2013-10
094-023691,Male,Intact,2013-06
094-023700,Female,Intact,2013-12
094-023708,Male,Neutered,2014-02
094-023752,Female,Neutered,2013-08
094-023789,Male,Neutered,2014-01
094-023795,Female,Neutered,2013-08
094-023811,Female,Neutered,2012-11
094-023814,Male,Neutered,2013-04
094-023816,Male,Neutered,2012-11
094-023836,Male,Intact,2014-02
094-023845,Female,Neutered,2014-01
094-023861,Male,Neutered,2012-08
094-023864,Male,Neutered,2014-02
094-023873,Male,Intact,2013-10
094-023889,Male,Neutered,2013-09
094-023896,Male,Intact,2013-03
094-023900,Female,Neutered,2013-12
094-023931,Female,Neutered,2013-05
094-023959,Female,Neutered,2012-11
094-023966,Female,Neutered,2012-05
094-024042,Male,Neutered,2014-02
094-024066,Female,Neutered,2013-06
094-024069,Male,Neutered,2013-03
094-024077,Female,Neutered,2013-11
094-024086,Male,Intact,2013-10
094-024094,Male,Neutered,2013-05
094-024101,Male,Neutered,2012-11
094-024125,Male,Intact,2013-12
094-024132,Male,Neutered,2013-06
094-024145,Male,Neutered,2013-07
094-024147,Male,Intact,2013-02
094-024148,Male,Intact,2013-09
094-024154,Male,Neutered,2013-07
094-024161,Female,Neutered,2012-11
094-024164,Male,Neutered,2014-02
094-024170,Female,Neutered,2013-02
094-024178,Female,Neutered,2014-02
094-024181,Male,Neutered,2012-08
094-024185,Male,Neutered,2013-01
094-024191,Female,Intact,2013-10
094-024201,Male,Neutered,2012-11
094-024215,Male,Neutered,2014-01
094-024217,Female,Neutered,2014-01
094-024227,Female,Neutered,2013-11
094-024231,Male,Neutered,2012-11
094-024232,Female,Neutered,2012-11
094-024253,Male,Neutered,2013-05
094-024254,Female,Neutered,2014-02
094-024271,Female,Neutered,2013-12
094-024289,Female,Neutered,2014-01
094-024293,Female,Intact,2013-10
094-024330,Male,Neutered,2013-04
094-024334,Female,Neutered,2012-07
094-024336,Male,Neutered,2013-07
094-024338,Female,Neutered,2013-09
094-024347,Male,Neutered,2013-01
094-024348,Male,Neutered,2013-01
094-024352,Female,Neutered,2012-04
094-024363,Male,Neutered,2013-12
094-024378,Female,Neutered,2013-07
094-024386,Male,Intact,2013-04
094-024404,Male,Intact,2013-11
094-024405,Female,Intact,2013-11
094-024407,Male,Neutered,2013-04
094-024411,Male,Neutered,2013-10
094-024415,Male,Neutered,2013-01
094-024421,Female,Neutered,2014-02
094-024433,Female,Neutered,2013-11
094-024442,Female,Neutered,2013-03
094-024444,Female,Neutered,2013-03
094-024448,Female,Neutered,2014-03
094-024459,Male,Neutered,2013-09
094-024461,Female,Neutered,2013-04
094-024465,Male,Neutered,2013-05
094-024470,Female,Neutered,2013-10
094-024484,Male,Intact,2014-01
094-024486,Male,Neutered,2013-07
094-024488,Male,Neutered,2014-02
094-024500,Male,Intact,2013-07
094-024509,Female,Neutered,2012-11
094-024517,Female,Intact,2013-05
094-024520,Female,Neutered,2013-04
094-024521,Female,Intact,2013-09
094-024532,Female,Neutered,2013-11
094-024541,Male,Neutered,2014-01
094-024545,Female,Neutered,2013-05
094-024554,Female,Intact,2012-05
094-024556,Male,Neutered,2013-07
094-024560,Male,Neutered,2014-02
094-024604,Male,Neutered,2012-10
094-024607,Female,Neutered,2013-06
094-024618,Female,Neutered,2013-01
094-024635,Female,Neutered,2013-07
094-024649,Male,Neutered,2013-08
094-024651,Female,Neutered,2014-01
094-024660,Male,Neutered,2013-11
094-024665,Male,Neutered,2013-11
094-024680,Male,Intact,2012-08
094-024687,Female,Intact,2013-07
094-024695,Male,Neutered,2013-10
094-024706,Female,Intact,2013-12
094-024726,Female,Neutered,2012-10
094-024729,Male,Intact,2014-03
094-024733,Female,Neutered,2013-06
094-024740,Male,Intact,2013-10
094-024742,Female,Neutered,2013-12
094-024748,Female,Neutered,2014-03
094-024777,Male,Neutered,2013-02
094-024798,Male,Neutered,2013-08
094-024799,Female,Neutered,2013-11
094-024803,Female,Neutered,2013-06
094-024805,Female,Neutered,2013-11
094-024812,Male,Neutered,2013-07
094-024816,Female,Intact,2013-12
094-024825,Male,Neutered,2012-10
094-024832,Male,Neutered,2012-06
094-024839,Female,Neutered,2013-02
094-024847,Male,Neutered,2013-06
094-024853,Male,Intact,2014-02
094-024861,Male,Neutered,2014-01
094-024866,Male,Intact,2014-02
094-024868,Male,Neutered,2013-12
094-024870,Male,Neutered,2013-10
094-024880,Male,Neutered,2014-01
094-024892,Female,Neutered,2013-01
094-024896,Male,Neutered,2012-10
094-024897,Female,Neutered,2013-08
094-024898,Female,Neutered,2012-07
094-024899,Female,Neutered,2013-05
094-024900,Female,Neutered,2012-10
094-024917,Male,Intact,2012-05
094-024919,Female,Neutered,2013-04
094-024929,Female,Intact,2013-12
094-024940,Male,Neutered,2014-04
094-024954,Male,Neutered,2013-12
094-024976,Female,Neutered,2013-05
094-024991,Female,Neutered,2012-08
094-025001,Female,Neutered,2013-01
094-025007,Female,Neutered,2013-06
094-025009,Male,Neutered,2013-11
094-025029,Male,Neutered,2014-02
094-025037,Female,Neutered,2012-11
094-025041,Male,Neutered,2013-04
094-025042,Female,Neutered,2012-09
094-025050,Female,Neutered,2013-06
094-025051,Male,Neutered,2014-03
094-025059,Female,Neutered,2014-02
094-025061,Male,Neutered,2013-11
094-025068,Female,Intact,2013-09
094-025069,Male,Neutered,2014-03
094-025079,Female,Neutered,2014-03
094-025083,Male,Neutered,2013-05
094-025112,Male,Neutered,2013-10
094-025127,Male,Neutered,2014-03
094-025139,Male,Intact,2014-02
094-025142,Female,Neutered,2014-03
094-025144,Female,Neutered,2013-11
094-025149,Female,Neutered,2013-12
094-025150,Male,Intact,2013-12
094-025151,Female,Neutered,2014-01
094-025152,Female,Neutered,2014-02
094-025155,Female,Neutered,2013-05
094-025159,Female,Neutered,2012-06
094-025161,Female,Neutered,2014-03
094-025179,Female,Intact,2013-12
094-025190,Male,Intact,2012-06
094-025200,Female,Neutered,2014-03
094-025202,Female,Neutered,2013-12
094-025207,Female,Intact,2013-12
094-025209,Female,Neutered,2012-04
094-025211,Female,Neutered,2013-09
094-025226,Male,Neutered,2014-05
094-025233,Male,Neutered,2014-01
094-025246,Male,Neutered,2013-03
094-025265,Male,Intact,2013-11
094-025282,Male,Neutered,2012-08
094-025289,Female,Neutered,2013-12
094-025292,Female,Neutered,2014-01
094-025299,Male,Neutered,2014-03
094-025308,Female,Neutered,2012-11
094-025314,Male,Neutered,2014-03
094-025326,Male,Neutered,2013-08
094-025337,Male,Intact,2013-05
094-025338,Female,Neutered,2013-08
094-025348,Female,Neutered,2014-02
094-025350,Female,Neutered,2013-10
094-025378,Male,Intact,2014-03
094-025380,Male,Neutered,2014-04
094-025385,Female,Neutered,2013-07
094-025394,Female,Neutered,2012-05
094-025418,Male,Neutered,2014-02
094-025420,Female,Neutered,2013-09
094-025429,Male,Neutered,2014-02
094-025433,Female,Neutered,2012-10
094-025442,Male,Neutered,2013-10
094-025453,Female,Neutered,2013-08
094-025455,Male,Neutered,2014-03
094-025458,Female,Neutered,2013-03
094-025460,Female,Neutered,2014-01
094-025462,Male,Neutered,2013-11
094-025465,Male,Neutered,2013-11
094-025469,Male,Neutered,2013-07
094-025499,Male,Neutered,2014-05
094-025501,Female,Intact,2013-06
094-025503,Female,Neutered,2013-02
094-025504,Male,Neutered,2013-02
094-025516,Male,Intact,2013-09
094-025517,Male,Intact,2013-12
094-025521,Female,Intact,2013-07
094-025530,Female,Intact,2014-01
094-025534,Female,Neutered,2012-08
094-025536,Female,Neutered,2013-06
094-025540,Female,Neutered,2013-03
094-025554,Female,Neutered,2012-06
094-025556,Female,Neutered,2014-03
094-025567,Female,Neutered,2012-06
094-025571,Male,Neutered,2014-02
094-025575,Female,Neutered,2013-07
094-025580,Female,Intact,2013-11
094-025586,Male,Neutered,2014-03
094-025598,Male,Neutered,2014-03
094-025645,Female,Intact,2013-06
094-025649,Male,Neutered,2013-06
094-025663,Male,Neutered,2014-03
094-025684,Female,Neutered,2014-02
094-025688,Male,Neutered,2012-11
094-025725,Female,Neutered,2013-03
094-025741,Male,Neutered,2013-02
094-025751,Male,Neutered,2014-03
094-025753,Female,Neutered,2012-08
094-025757,Male,Neutered,2014-02
094-025763,Male,Neutered,2014-02
094-025765,Female,Neutered,2012-06
094-025767,Female,Neutered,2014-04
094-025782,Male,Neutered,2014-01
094-025783,Female,Neutered,2013-01
094-025785,Male,Neutered,2014-02
094-025789,Male,Neutered,2014-04
094-025793,Female,Intact,2012-07
094-025795,Male,Neutered,2013-07
094-025800,Male,Neutered,2014-01
094-025813,Female,Intact,2014-02
094-025861,Male,Intact,2014-03
094-025877,Male,Intact,2014-01
094-025879,Female,Neutered,2014-04
094-025883,Female,Neutered,2014-03
094-025891,Female,Neutered,2014-03
094-025904,Male,Neutered,2012-11
094-025919,Female,Neutered,2014-03
094-025923,Female,Neutered,2014-04
094-025940,Male,Neutered,2012-08
094-025943,Male,Neutered,2012-08
094-025945,Female,Neutered,2013-08
094-025948,Female,Neutered,2012-12
094-025949,Male,Neutered,2012-12
094-025962,Female,Intact,2013-08
094-025965,Female,Neutered,2013-01
094-025967,Female,Neutered,2014-04
094-025972,Female,Neutered,2012-12
094-025974,Male,Neutered,2013-05
094-025988,Male,Neutered,2013-12
094-026010,Female,Neutered,2014-01
094-026035,Female,Neutered,2013-10
094-026051,Female,Intact,2014-03
094-026057,Female,Neutered,2013-06
094-026076,Male,Neutered,2013-12
094-026088,Male,Intact,2013-01
094-026090,Female,Neutered,2014-03
094-026099,Female,Neutered,2013-03
094-026115,Female,Neutered,2014-02
094-026121,Male,Intact,2012-10
094-026133,Female,Neutered,2013-09
094-026142,Female,Neutered,2014-04
094-026185,Male,Neutered,2013-10
094-026189,Female,Intact,2012-06
094-026193,Female,Neutered,2014-02
094-026212,Female,Neutered,2012-09
094-026219,Female,Intact,2012-09
094-026221,Female,Neutered,2013-03
094-026223,Female,Intact,2013-10
094-026226,Female,Neutered,2014-04
094-026230,Female,Neutered,2013-04
094-026263,Female,Neutered,2012-10
094-026264,Female,Neutered,2013-11
094-026266,Female,Neutered,2014-03
094-026283,Male,Intact,2013-01
094-026287,Male,Neutered,2013-03
094-026289,Female,Neutered,2014-02
094-026298,Male,Neutered,2012-12
094-026304,Female,Neutered,2013-02
094-026313,Female,Neutered,2013-01
094-026320,Female,Neutered,2013-03
094-026324,Female,Neutered,2013-06
094-026334,Female,Neutered,2013-06
094-026346,Male,Neutered,2013-12
094-026361,Male,Intact,2014-04
094-026362,Male,Intact,2014-04
094-026374,Male,Neutered,2013-06
094-026390,Female,Neutered,2013-12
094-026426,Female,Neutered,2013-11
094-026429,Male,Neutered,2013-12
094-026444,Male,Neutered,2014-04
094-026450,Female,Neutered,2013-05
094-026472,Male,Intact,2014-03
094-026490,Male,Neutered,2014-01
094-026508,Male,Neutered,2014-03
094-026516,Female,Neutered,2013-06
094-026525,Male,Neutered,2014-04
094-026529,Female,Neutered,2013-09
094-026535,Male,Neutered,2014-04
094-026547,Female,Neutered,2014-04
094-026561,Female,Neutered,2013-01
094-026562,Female,Intact,2013-02
094-026566,Male,Intact,2013-05
094-026576,Female,Neutered,2013-04
094-026578,Female,Intact,2014-04
094-026580,Female,Neutered,2013-10
094-026582,Male,Neutered,2013-12
